,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
371,273,41,954191,2010-02-17,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,16,2,1,2,44110,4010,8020,32080,Honda,2015,N
372,129,30,150181,2007-05-06,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,1,3,74360,13520,6760,54080,Suburu,2009,N
373,140,31,388671,1997-05-01,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,2015-02-16,Parked Car,N/A,Minor Damage,None,WV,Arlington,2,1,1,2,6120,680,680,4760,Honda,2002,Y
374,419,53,457244,1998-01-28,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,0,0,62280,5190,10380,46710,Suburu,2012,N
375,315,44,206667,1993-05-05,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,12,3,1,0,26730,4860,4860,17010,Volkswagen,2006,N
376,72,29,745200,1994-08-06,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,1,0,66200,6620,6620,52960,Dodge,2013,N
377,32,26,412703,2014-11-14,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,1,2,45500,9100,4550,31850,Toyota,2009,N
378,230,41,736771,1991-12-14,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,2,0,53040,4420,4420,44200,Audi,2006,N
379,157,32,347984,2009-10-21,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,1,2,50800,10160,5080,35560,Mercedes,2013,Y
380,265,41,626074,1997-09-29,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,18,3,1,3,44200,4420,4420,35360,Audi,2014,N
381,47,34,218109,2003-12-31,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,1,3,62920,11440,5720,45760,Chevrolet,2012,N
382,113,29,999435,2008-01-01,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,0,2,49950,5550,5550,38850,Nissan,2004,Y
383,289,46,858060,2004-05-31,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,0,1,56430,6270,6270,43890,BMW,1995,Y
384,254,41,500384,2013-12-18,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,16,1,2,2,100210,18220,18220,63770,Audi,2014,N
385,115,30,903785,2000-08-24,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,1,0,49140,5460,5460,38220,Ford,2007,N
386,236,38,873859,1992-10-14,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,0,1,66840,16710,5570,44560,Mercedes,2014,N
387,7,21,204294,1991-11-16,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,21,1,1,2,62460,6940,6940,48580,Honda,2003,N
388,208,36,467106,1995-10-08,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,15,3,0,1,62810,11420,11420,39970,Nissan,1999,N
389,126,33,357713,2007-10-28,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,21,1,1,2,54160,6770,6770,40620,Suburu,2009,N
390,48,35,890026,2008-05-16,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,golf,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,1,1,0,2,48400,9680,4840,33880,Saab,2005,N
391,297,48,751612,2009-06-22,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,17,3,0,0,51480,5720,5720,40040,Toyota,2013,N
392,160,36,876680,2012-05-10,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5,3,2,1,51700,5170,10340,36190,Saab,2003,N
393,406,58,756981,2003-10-02,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,15,3,1,2,65520,10920,5460,49140,Volkswagen,2009,N
394,157,31,121439,1990-08-02,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,2,4,2,2,47700,4770,9540,33390,Accura,2011,Y
395,146,31,411289,1997-09-16,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,2015-01-15,Vehicle Theft,N/A,Minor Damage,None,SC,Northbend,3,1,2,0,5220,580,580,4060,Accura,2015,N
396,409,57,538466,1995-07-29,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,19,1,1,0,73320,6110,12220,54990,Ford,2012,N
397,252,46,932097,2005-09-06,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,17,1,0,2,74900,14980,7490,52430,Jeep,2003,N
398,6,27,463727,1992-08-05,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,2015-02-17,Vehicle Theft,N/A,Trivial Damage,Police,WV,Columbus,7,1,0,1,3190,580,290,2320,Saab,2015,N
399,103,33,552618,1993-01-22,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,21,1,1,0,76920,12820,6410,57690,Chevrolet,2002,N
400,369,53,936638,1995-05-20,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,10,2,1,3,77990,7090,14180,56720,Jeep,2012,N
401,261,46,348814,1992-09-24,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,11,1,1,0,59670,9180,9180,41310,Ford,2008,N
402,159,33,944102,2007-07-20,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,23,3,2,0,44880,8160,4080,32640,Mercedes,2004,Y
403,344,51,689901,1992-04-28,IN,100/300,2000,1398.46,0,MALE,Associate,sales,skydiving,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,14,1,0,2,82830,7530,15060,60240,Audi,2004,N
404,437,60,901083,1998-01-19,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,2015-02-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,10,1,1,3,84480,7680,15360,61440,Chevrolet,2012,Y
405,65,30,396224,2009-09-08,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,6,3,2,3,79800,15960,7980,55860,Honda,1999,N
406,280,41,682178,1994-12-18,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,10,3,0,3,53020,9640,9640,33740,Toyota,1999,N
407,269,45,596298,1996-08-23,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,5,3,0,0,24200,2200,4400,17600,Suburu,2008,N
408,275,40,253005,1991-11-20,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,17,1,1,3,43230,7860,7860,27510,Chevrolet,2001,N
409,265,45,985924,1998-10-28,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,2015-01-19,Vehicle Theft,N/A,Trivial Damage,None,NC,Springfield,3,1,2,3,3190,290,580,2320,Ford,1995,N
410,283,43,631565,1997-07-14,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,2015-01-17,Parked Car,N/A,Minor Damage,None,WV,Northbrook,9,1,0,3,5850,1300,650,3900,BMW,2006,N
411,84,29,630998,2003-04-09,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,2015-02-12,Parked Car,N/A,Trivial Damage,Police,SC,Arlington,6,1,2,0,6820,620,1240,4960,BMW,2005,N
412,247,44,926665,1992-02-04,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,camping,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,22,3,2,2,69480,11580,11580,46320,Chevrolet,2008,N
413,56,29,302669,2006-06-29,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,movies,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,10,3,1,2,94560,7880,15760,70920,Jeep,1995,N
414,210,39,620020,1997-06-21,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,paintball,2015-01-02,Vehicle Theft,N/A,Minor Damage,None,NC,Riverwood,4,1,1,2,7800,780,780,6240,Dodge,1997,N
415,108,32,439828,2006-09-07,OH,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,basketball,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,23,1,1,3,61270,5570,11140,44560,Suburu,1999,N
416,328,49,971295,2001-10-01,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,19,1,0,2,71440,8930,8930,53580,Mercedes,2005,N
417,186,37,165565,2009-02-20,OH,250/500,2000,1628.0,0,FEMALE,JD,priv-house-serv,exercise,2015-01-28,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,22,1,1,2,55600,11120,5560,38920,Jeep,2009,N
418,277,44,936543,2001-06-26,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,board-games,2015-02-01,Vehicle Theft,N/A,Trivial Damage,Police,NC,Riverwood,6,1,1,3,5000,1000,500,3500,Jeep,2005,N
419,138,33,296960,1997-01-18,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,paintball,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6,1,2,0,95810,14740,14740,66330,BMW,2007,N
420,208,41,501692,2014-06-24,IN,100/300,1000,1134.68,0,FEMALE,College,tech-support,chess,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,18,1,2,2,69300,6930,13860,48510,Volkswagen,1996,N
421,147,37,525224,1992-10-02,IN,250/500,1000,1306.78,0,MALE,MD,prof-specialty,video-games,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,22,1,1,0,81120,13520,20280,47320,Toyota,1995,N
422,8,21,355085,2012-10-09,IN,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,hiking,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,21,1,0,0,91260,14040,14040,63180,Toyota,2012,N
423,297,48,830729,1993-02-10,IN,100/300,1000,1538.6,0,FEMALE,MD,other-service,kayaking,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,12,1,0,0,60600,6060,12120,42420,Ford,2004,N
424,150,31,651948,1994-09-28,IN,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,base-jumping,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6,3,0,3,64800,6480,12960,45360,Suburu,2000,Y
425,4,34,424358,2003-05-24,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,basketball,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,0,4,0,0,66880,6080,12160,48640,Chevrolet,1996,Y
426,210,35,131478,1991-12-25,IL,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,cross-fit,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,11,1,0,2,58200,5820,5820,46560,BMW,2013,N
427,91,31,268833,1999-09-18,IN,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,polo,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,19,1,1,0,60570,6730,6730,47110,Nissan,2011,N
428,167,36,287489,1994-02-03,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,camping,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,22,3,0,0,69680,8710,8710,52260,Mercedes,2008,Y
429,467,58,808153,2003-01-18,IN,500/1000,2000,977.4,0,MALE,Masters,transport-moving,bungie-jumping,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,2,1,2,3,55700,5570,11140,38990,Nissan,2014,N
430,264,47,687639,2005-03-07,IN,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,sleeping,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,16,4,1,2,62370,5670,5670,51030,Dodge,2001,N
431,270,45,497347,2003-08-23,OH,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,yachting,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,23,3,0,0,54340,9880,0,44460,Saab,2005,N
432,310,48,439660,2002-07-11,OH,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,base-jumping,2015-02-25,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,21,1,1,0,55170,6130,6130,42910,Audi,2005,Y
433,143,34,847123,2014-03-19,IL,100/300,500,1442.27,0,MALE,College,priv-house-serv,exercise,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,10,1,2,3,58500,11700,5850,40950,Dodge,1999,N
434,146,32,172307,1993-12-06,OH,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,skydiving,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,12,1,0,3,59940,6660,6660,46620,Honda,1995,N
435,102,28,810189,1999-08-29,OH,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,reading,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,6,1,1,0,73400,7340,7340,58720,Dodge,1996,N
436,61,23,432068,2007-03-09,IL,100/300,500,1111.72,0,MALE,JD,exec-managerial,bungie-jumping,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,6,1,1,2,41850,4650,4650,32550,Suburu,1997,N
437,255,44,903203,2004-01-03,OH,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,chess,2015-02-05,Parked Car,N/A,Trivial Damage,Police,NC,Hillsdale,7,1,2,2,6400,640,1280,4480,Mercedes,2005,Y
438,211,40,253085,1991-04-25,IL,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,sleeping,2015-01-12,Vehicle Theft,N/A,Trivial Damage,Police,WV,Northbrook,3,1,1,1,3190,580,290,2320,Audi,2004,N
439,61,29,180720,1995-03-14,IN,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,polo,2015-01-01,Parked Car,N/A,Trivial Damage,None,VA,Hillsdale,10,1,2,1,5900,590,590,4720,Nissan,2010,N
440,108,31,492224,2005-12-09,IN,500/1000,2000,1175.7,0,MALE,Masters,protective-serv,yachting,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,14,1,0,2,57330,6370,6370,44590,Dodge,2006,N
441,303,50,411477,2001-12-25,OH,100/300,500,793.15,0,MALE,MD,tech-support,board-games,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,17,3,0,3,81960,13660,13660,54640,Dodge,2008,N
442,152,33,107181,1999-11-14,IN,250/500,500,942.51,0,FEMALE,PhD,transport-moving,exercise,2015-01-30,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,16,1,0,0,70400,6400,19200,44800,Suburu,2001,Y
443,120,34,312940,2001-10-27,IN,500/1000,1000,1056.71,0,FEMALE,JD,protective-serv,paintball,2015-01-20,Parked Car,N/A,Minor Damage,None,VA,Columbus,3,1,2,1,3770,580,580,2610,Jeep,2002,N
444,144,36,855186,1993-10-31,IN,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,reading,2015-02-18,Parked Car,N/A,Minor Damage,None,NC,Arlington,7,1,0,0,7400,740,1480,5180,Dodge,2014,N
445,414,52,373935,2003-02-13,IN,500/1000,500,1335.13,0,FEMALE,High School,farming-fishing,chess,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbend,13,1,1,1,54810,6090,6090,42630,Chevrolet,1999,Y
446,163,37,812989,2004-03-06,IN,250/500,500,1178.95,6000000,FEMALE,JD,priv-house-serv,dancing,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,20,1,2,3,49400,4940,9880,34580,Jeep,2005,N
447,352,53,993840,2013-07-12,IL,250/500,500,1793.16,0,MALE,Associate,tech-support,exercise,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,23,1,2,2,68750,12500,6250,50000,Chevrolet,2009,N
448,27,32,327856,2014-08-27,OH,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,yachting,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,11,1,1,0,61500,12300,6150,43050,Dodge,2013,N
449,239,39,506333,1990-06-22,IL,100/300,500,1396.83,0,FEMALE,Masters,other-service,reading,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,0,4,0,3,76890,6990,13980,55920,BMW,2007,N
450,33,32,263159,2008-03-07,OH,100/300,500,1402.78,5000000,FEMALE,PhD,other-service,base-jumping,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,2,1,0,1,56070,6230,12460,37380,Toyota,2012,N
451,88,30,372912,1992-08-05,IN,100/300,1000,1437.88,0,FEMALE,College,transport-moving,reading,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,3,1,2,0,56000,14000,0,42000,Chevrolet,2003,N
452,101,33,552788,1991-09-03,IL,500/1000,1000,1313.64,0,FEMALE,College,priv-house-serv,board-games,2015-02-10,Parked Car,N/A,Trivial Damage,None,NY,Hillsdale,3,1,1,0,4290,780,390,3120,Audi,1997,N
453,20,37,722747,2011-09-02,IL,250/500,500,1482.14,0,FEMALE,Associate,transport-moving,reading,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,15,3,2,1,60750,6750,6750,47250,Suburu,2003,N
454,126,30,248467,2012-10-06,IL,250/500,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,board-games,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,23,1,2,3,48730,4430,4430,39870,Chevrolet,2011,N
455,264,43,955953,2014-01-18,IL,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,video-games,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9,3,2,0,95150,17300,17300,60550,Ford,2007,N
456,78,24,910622,1992-03-22,IN,100/300,500,1175.51,0,MALE,Masters,craft-repair,yachting,2015-01-06,Vehicle Theft,N/A,Minor Damage,Police,NY,Columbus,20,1,0,1,7480,680,680,6120,Dodge,2003,N
457,123,28,137675,2012-12-03,IL,100/300,2000,1836.02,0,MALE,Masters,transport-moving,movies,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,5,1,2,1,79800,13300,6650,59850,Volkswagen,2011,Y
458,347,51,343421,1996-10-18,OH,500/1000,500,1480.79,9000000,FEMALE,MD,priv-house-serv,board-games,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,15,1,0,2,103560,8630,17260,77670,Jeep,1997,N
459,163,38,413192,1997-10-02,IN,500/1000,2000,1453.92,0,FEMALE,PhD,other-service,yachting,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,13,1,2,3,79500,15900,7950,55650,Accura,1995,N
460,271,44,247801,2008-03-18,OH,250/500,500,1340.71,0,FEMALE,High School,tech-support,base-jumping,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,16,1,2,2,76230,6930,13860,55440,Volkswagen,1997,Y
461,410,54,171147,2010-08-29,IL,100/300,2000,714.03,0,MALE,MD,protective-serv,board-games,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,0,1,0,2,59520,9920,9920,39680,Honda,2001,N
462,448,57,431283,2005-03-31,IL,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,hiking,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,10,3,2,1,47760,5970,5970,35820,Suburu,2013,Y
463,218,41,461962,2013-12-25,IL,100/300,500,914.22,0,MALE,JD,prof-specialty,golf,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,14,3,2,0,84590,15380,7690,61520,Saab,2013,N
464,43,38,149467,2014-03-11,OH,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,skydiving,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,1,3,2,2,61650,6850,6850,47950,Nissan,2006,N
465,33,33,758740,1997-08-04,IL,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,dancing,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,16,1,2,1,81400,8140,8140,65120,BMW,1998,N
466,126,34,628337,2007-11-14,IN,100/300,2000,1078.22,0,FEMALE,Masters,transport-moving,camping,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,2,3,0,1,58410,10620,5310,42480,Chevrolet,2007,N
467,411,56,574637,1992-07-30,IL,250/500,1000,1595.28,0,FEMALE,College,protective-serv,exercise,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,23,3,0,0,38610,3510,3510,31590,Volkswagen,2007,N
